median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
65800,2.3125,38,1463,294,692,295,35.34,-119.02
500001,7.4185,35,1897,279,733,291,34.13,-118.08
212500,2.225,41,98,20,68,19,37.64,-122.42
353600,4.0347,34,2459,489,1139,463,34.16,-118.43
126600,1.9375,52,783,184,488,186,37.8,-122.23
423200,7.6107,33,3626,502,1348,480,37.88,-122.17
266400,6.7274,5,4380,715,1913,741,33.84,-117.77
149900,6.0701,23,3215,462,1411,435,34.05,-117.16
262000,3.599,18,2814,539,1439,493,33.74,-117.97
350000,6.3501,23,2419,348,1066,384,37.66,-122.04
64700,2.0564,38,3065,658,1441,625,36.77,-119.77
291900,7.2211,23,1655,223,706,219,37.68,-121.92
500001,8.5425,35,3574,485,1325,476,37.24,-121.98
420300,5.1893,34,2807,487,1152,445,37.76,-122.47
65600,2.5521,21,2467,520,1721,515,36.55,-119.29
500001,8.5888,35,1579,210,570,196,37.35,-122.07
208300,2.4048,33,2691,726,2390,681,34.04,-118.31
147500,1.918,44,2364,746,3184,672,33.78,-118.17
161000,3.9722,29,2347,464,1135,490,37.97,-122.32
364400,4.1661,31,5715,1154,2639,1079,34.11,-118.16
312500,2.5568,35,1359,359,655,341,34.01,-118.34
265900,4.8594,38,1960,330,874,308,34.1,-118.06
185000,5.0077,35,802,153,445,150,33.93,-118
122500,3.024,27,3960,886,2807,838,33.97,-117.35
72300,3.1442,30,2370,412,1248,410,36.7,-119.57
245600,5.5198,14,15809,2485,7363,2410,34.14,-117.61
256300,6.1142,35,1491,295,779,309,34.19,-118.46
175000,1.4012,52,1087,371,3337,350,37.87,-122.26
147500,4.7941,24,2155,379,1158,360,33.15,-117.06
168400,5.5696,17,1149,182,702,192,33.15,-117.14
234600,3.81,29,1937,448,1352,433,34.1,-118.1
118800,4.9432,10,1090,164,470,158,36.35,-119.67
65900,2.0417,34,2010,411,1501,422,38.64,-121.43
201600,5.1805,37,2259,425,1183,413,33.86,-118.13
110700,3.809,7,4480,776,2271,767,39.16,-121.62
210800,5.5196,46,1901,295,833,352,37.94,-122.32
276300,4.6463,22,11872,2300,5600,2200,38.1,-122.58
296300,4.7543,27,3348,695,1545,625,33.87,-118.31
98100,2.2244,24,1307,314,917,291,38.43,-121.83
136000,2.6779,26,2723,604,1847,498,34.1,-117.74
181000,4.6923,37,1165,210,627,221,33.95,-118.01
183300,2.3981,33,1177,468,1533,430,34.07,-118.27
181300,2.2538,36,2933,881,2077,838,33.77,-118.17
500001,13.2935,27,6603,879,2336,868,34.11,-118.49
129800,3.9107,40,1391,246,546,214,38.43,-120.79
500001,4.3214,41,730,126,230,125,34.09,-118.39
225800,4.1667,52,1731,377,872,363,37.77,-122.27
360800,3.3565,26,5166,1313,2738,1239,33.82,-118.36
174800,4.4477,4,5465,974,2844,950,33.17,-117.06
216100,2.425,28,1607,421,926,385,36.96,-122.03
147000,2.5392,17,2633,712,1487,694,32.65,-117.08
98800,2.9485,29,1429,268,672,266,40.92,-124
264100,4.6985,12,3330,600,1577,584,34.27,-118.8
97200,2.5374,11,3835,727,1456,658,39.79,-121.62
324800,6.5249,34,1887,290,815,283,38.03,-122.56
78800,2.0417,24,3127,674,1015,448,39.08,-122.86
171300,2.5707,17,5481,1618,2957,1537,32.78,-117.03
363500,5.8642,36,1522,230,677,206,37.04,-121.93
255600,4.5987,29,1213,228,654,246,32.79,-117.2
228400,2.575,40,1931,449,1367,446,34.08,-118.13
199000,3.0096,32,978,227,543,211,34.15,-118.1
225000,3.16,23,2590,725,1795,680,37.34,-122.04
238600,5.4639,35,2211,350,1004,365,37.71,-122.08
103100,2.6133,49,2365,504,1131,458,38.11,-122.25
52400,2.1458,30,2994,741,1481,581,35.62,-117.68
450000,2.1579,27,1675,521,744,331,33.35,-118.32
112500,3.0773,15,1482,345,669,379,34.43,-119.82
241300,5.7796,32,2620,398,1296,429,33.92,-117.97
146000,3.8065,5,4034,771,1967,742,37.69,-121.03
164500,3.7784,32,2892,521,1580,484,37.43,-120.84
133400,4.1997,17,5320,984,2866,928,38.66,-121.76
166100,3.5278,32,1788,459,1131,461,33.88,-118.13
108900,2.3549,18,1564,357,618,277,38.43,-120.55
135800,3.9766,8,3484,647,2169,619,34.53,-117.9
182800,3.5521,35,3315,744,2425,687,33.84,-117.89
131500,3.9241,16,2114,374,1463,399,34.11,-117.54
91800,3.3333,11,4686,851,2466,731,33.67,-116.31
129300,3.4703,5,3655,696,2316,647,37.61,-121.01
56500,1.06,31,1174,360,1161,328,34.54,-117.3
200000,2.7759,18,2705,713,2726,674,33.85,-117.88
158300,2.0467,35,2198,998,3441,912,34.09,-118.29
109400,5.8625,8,2683,416,1154,399,35.64,-117.7
176900,3.7841,34,2936,597,1512,571,32.83,-117.22
445000,2.2653,40,2657,794,2149,749,34.07,-118.31
103400,1.9208,37,2615,697,2484,630,34,-118.26
173100,4.7679,25,808,163,1066,189,33.74,-117.9
90200,1.6513,37,441,125,390,98,33.95,-118.24
65000,1.1602,23,708,202,316,136,40.6,-123.11
168800,2.1763,19,557,216,673,212,34.15,-118.12
215300,3.7708,52,1222,264,630,265,37.78,-122.27
179100,2.8561,36,4519,1081,4818,1061,34.19,-119.18
232800,4.1612,15,5393,1422,2133,1288,37.91,-122.06
244900,4.6357,4,23915,4135,10877,3958,33.15,-117.27
123200,3.6182,27,2295,424,1252,350,37.44,-120.75
159100,3.5192,24,2618,485,726,443,33.01,-117.06
197900,3.5714,8,4382,1560,2138,1411,34.14,-118.37
164100,5.0431,16,2040,325,1207,324,34.02,-117.62
163600,4.7875,19,3430,601,1817,571,34.76,-118.28
275000,4.849,7,7922,1442,2863,1197,35.15,-120.64
164100,2.3658,17,3845,1051,3102,944,32.78,-117.17
183300,3.256,18,1746,437,1268,404,37.53,-122.03
335200,4.9671,24,1709,437,892,408,37.36,-122.02
268400,3.9306,37,1998,472,1030,436,33.64,-117.91
370400,5.3369,40,2124,370,998,372,34.15,-118.23
253500,5.2855,31,1843,282,749,269,37.71,-122.09
154300,2.5625,33,1547,372,1063,356,37.66,-122.08
125000,3.1667,23,1228,235,569,235,32.8,-115.64
235800,4.5,17,1299,211,825,217,37.3,-121.83
350000,3.0265,52,2594,622,1421,593,37.78,-122.46
222500,4.1696,18,1819,283,919,295,36.82,-121.64
127900,4.8333,26,3014,494,1832,485,33.93,-117.39
165300,3.662,8,1794,276,690,271,34.48,-117.27
137500,2.5769,27,1481,409,1505,391,37.34,-121.85
81100,2.9937,27,2258,427,1076,423,36.79,-119.77
186900,3.3594,22,1119,220,565,199,37.92,-122.32
269800,5.6277,14,14917,2708,8012,2606,37.58,-122.04
144000,4.6167,11,2000,391,1503,426,34.09,-117.61
153100,2.7464,21,3616,1060,2515,945,33.97,-118.37
90400,2.8139,15,7901,1422,4769,1418,38.51,-121.42
500001,8.5938,43,3863,537,1398,511,34.04,-118.4
96700,1.8407,49,2308,452,1299,451,37.76,-122.18
420000,8.0158,13,2173,349,891,345,37.33,-122.07
218300,4.4722,44,938,181,502,171,33.92,-118.37
235600,5.5248,15,1929,345,1683,347,37.3,-121.81
410000,2.6509,25,6902,2138,3136,1844,34.05,-118.46
133800,3.4491,30,3153,623,1544,575,33.96,-117.38
93200,1.4917,35,1562,403,1587,406,33.93,-118.26
227000,5.4622,17,2150,361,1194,335,33.6,-117.69
163800,2.5792,16,1671,354,935,340,35.12,-120.61
187500,0.7685,39,311,181,206,113,32.71,-117.17
112700,3.1848,43,1939,353,968,392,38.11,-122.22
112500,1.2778,42,855,284,890,247,34,-118.28
297200,6.0723,34,2863,451,1243,466,33.96,-118.12
472200,8.3841,35,1471,210,735,219,34.23,-118.52
82800,1.9167,36,1126,263,482,150,37.75,-122.19
133400,2.875,44,1788,368,933,329,37.95,-122.34
129200,2.1484,19,3173,678,2204,606,33.75,-117.31
405200,4.5083,42,2820,488,1175,500,32.82,-117.27
84700,1.1311,29,1523,440,1302,393,32.67,-115.49
250000,1.9923,42,3343,1183,3480,1146,34.05,-118.32
205400,5.4496,19,3073,506,1773,493,37.99,-122.09
174400,3.75,37,903,158,444,158,33.94,-118
500001,5.866,52,3697,837,1446,711,37.8,-122.41
145800,3.0958,39,1583,349,857,316,37.77,-122.16
193800,3.225,21,1708,505,1099,434,33.66,-117.91
265900,2.2552,14,1924,926,2226,792,34.07,-118.28
190700,3.5667,28,3333,752,2026,722,33.88,-117.87
325600,5.4223,52,3158,459,1229,444,34.16,-118.11
105800,1.8325,25,3295,824,1477,770,37.37,-118.39
500001,6.8268,34,1747,250,662,257,37.36,-122.06
251700,5.5845,26,1775,295,1004,323,34.22,-118.86
100000,2.2604,43,1017,328,836,277,37.77,-122.21
73700,1.608,34,1336,345,1009,311,34.09,-117.31
92700,1.8191,36,1467,369,1247,347,33.93,-118.27
112300,3.6111,22,2264,390,1056,403,39.14,-121.67
367000,8.1839,26,2552,314,925,323,33.67,-117.94
152100,1.9668,30,2831,862,3649,883,33.93,-118.21
201700,3.6453,32,3885,759,2504,736,34.37,-119.06
500001,10.0743,50,1975,245,644,251,37.56,-122.33
312500,1.7763,52,174,66,249,57,34.06,-118.25
194800,5.0443,5,7264,1285,3670,1146,37.76,-121.44
187500,2.625,20,120,27,55,19,37.73,-122.38
142300,2.9562,14,5549,1000,1822,919,39.54,-121.46
184100,2.5417,27,4701,1359,2571,1216,33.87,-118.19
92300,2.5043,41,1257,271,828,230,37.75,-122.17
124500,2.0625,22,2361,618,1472,596,33.2,-117.25
96700,1.7411,35,1149,277,909,214,33.93,-118.23
451800,6.0577,25,5404,906,2338,883,37.34,-122.03
161000,5.2269,52,1279,213,444,204,34.07,-117.75
275400,4.1875,35,2053,369,1044,375,34.12,-118.06
91700,2.5478,15,1462,314,774,271,38.89,-121.94
114800,2.0703,46,1249,357,1607,331,34.02,-118.26
112500,2.5062,50,880,150,1148,148,38.66,-121.4
185600,4.4934,34,2242,436,1483,443,33.89,-118.1
182100,4.5402,34,2158,366,1046,335,32.84,-117.21
54700,1.4937,20,1490,318,1474,326,36.61,-119.54
116700,1.6759,20,1717,403,1062,401,37.77,-120.83
152900,3.9818,19,5015,1013,3251,940,36.71,-121.63
375000,3.75,26,18,4,8,4,37.39,-122.06
177200,5.2614,24,2824,441,1480,471,32.87,-116.94
227200,3.0347,21,2294,478,1306,430,36.77,-121.7
216900,3.3047,24,2696,649,1908,626,33.74,-117.81
116000,1.6875,52,1743,421,1206,384,34,-118.3
90600,2.3194,20,1745,348,1093,302,36.77,-120.21
105400,3.8531,21,3622,667,2503,720,34.08,-117.4
252600,6.0829,17,8562,1351,3822,1316,33.88,-117.79
47700,1.9861,43,1335,280,943,288,36.21,-119.09
247900,6.0265,32,1339,209,601,209,37.95,-122.09
47100,1.8444,20,2029,427,983,401,36.97,-120.05
96100,2.1607,48,1514,376,1353,344,34,-118.28
273600,3.9464,32,3308,718,1803,667,34.13,-118.02
131300,2.7961,10,2050,473,1302,471,33.2,-117.25
359900,6.5755,23,1829,331,891,356,33.87,-118.37
147600,3.212,13,3498,663,1412,618,33.04,-117.24
151900,3.462,7,9374,1847,4827,1722,37.7,-121.06
160900,3.4955,15,2081,531,1617,561,33.77,-117.99
230900,6.6603,9,1682,291,1015,271,33.82,-117.86
134800,2.8906,35,1032,207,954,191,34.08,-117.99
387500,2.5523,46,2219,686,1107,590,33.99,-118.48
94200,4.2188,26,1405,204,627,215,39.12,-121.62
156300,2.9085,21,3634,1011,1985,917,36.6,-121.86
128800,1.4886,50,1920,530,1525,477,37.78,-122.22
168200,2.6641,24,3305,982,2085,881,33.88,-118.14
130600,4.918,19,1708,291,906,288,38.03,-121.33
251500,3.9567,52,2711,591,1848,524,37.71,-122.44
236100,2.4931,26,2136,557,1528,537,33.78,-117.96
500001,10.129,44,1552,204,596,208,37.96,-122.54
165300,2.5652,17,1887,664,1906,597,37.32,-121.83
282600,4.0556,49,2057,430,1103,414,34.1,-118.12
162300,5.1098,16,3361,537,1754,578,32.74,-116.98
337300,6.868,13,5377,744,2759,760,37.47,-121.91
232000,2.9688,39,2254,415,1388,404,37.72,-122.46
88900,2.0488,20,1012,269,837,240,32.68,-117.1
209200,4.185,36,1952,387,1156,392,34.22,-118.51
74300,2.4405,35,1129,220,474,242,36.78,-119.75
116000,2.3816,16,4221,781,1516,697,38.15,-120.46
119300,3.3229,9,2340,544,860,520,36.84,-119.82
126500,3.9583,9,1955,398,294,122,39.82,-120.74
91900,2.7344,18,2912,663,999,411,38.42,-120.42
103000,2.8333,35,1299,254,705,245,38.68,-121.46
418500,3.0926,6,3218,949,2295,876,34.24,-118.52
91700,2.7417,16,1057,232,316,221,33.22,-117.32
156800,2.6579,32,1252,273,1337,263,34.05,-118.04
500001,5.3777,41,1463,267,601,267,34.06,-118.43
329400,6.1091,13,3752,572,1581,526,37.42,-121.82
162500,4.0833,33,1770,370,1346,366,33.93,-117.94
89600,3.2642,34,2679,460,1141,470,36.79,-119.77
372000,8.0839,16,2939,380,1177,396,37.83,-121.99
95800,1.6675,6,2155,544,1039,391,34.05,-117.3
322100,4.0977,50,2236,484,1171,467,37.76,-122.48
55000,1.3672,52,957,263,513,223,39.73,-121.84
173600,4.5281,35,2361,458,1727,467,37.61,-122.1
430200,8.2335,37,2330,434,846,457,34.11,-118.33
118200,2.3393,19,4819,1492,2572,1336,32.77,-117.03
102900,2.2375,24,2927,704,2005,668,32.73,-117.1
153000,2.8409,36,1446,306,678,295,38.29,-122.27
136300,3.8125,36,116,30,193,35,34,-117.92
161700,2.8352,20,3350,831,1816,744,34.14,-118.01
248700,3.1389,14,1671,383,1079,365,34.4,-119.53
125000,2.0959,36,3815,796,2945,728,32.68,-117.06
166800,4.0469,34,3580,684,2786,636,34.06,-117.97
181300,1.875,15,570,123,189,107,37.53,-120.81
255300,2.5809,52,1678,386,1220,357,37.75,-122.41
96700,3.5375,35,1191,190,537,182,36.74,-119.85
51800,1.3713,23,2126,506,2091,491,36.96,-120.04
87200,3.1845,47,1700,344,922,357,37.96,-121.32
93400,3.125,9,1245,234,517,187,38.94,-122.69
175200,5.5632,24,6540,1008,2667,1031,38.64,-121.36
474300,7.6685,33,2496,387,1098,404,33.88,-118.39
376800,5.3261,38,984,171,429,157,37.53,-122.3
179200,2.125,8,140,28,84,29,39.71,-121.78
65400,1.1458,48,1091,403,926,336,38.55,-121.47
173200,2.8393,18,3339,704,1727,652,33.38,-117.23
179200,2.1711,45,1579,357,713,335,34.04,-118.35
106200,1.9605,37,2119,442,1372,406,33.9,-118.25
153500,3.0903,42,1115,297,1412,325,33.94,-118.22
375000,0.536,46,54,9,20,6,34.16,-118.42
273300,7.1831,18,808,136,420,145,37.19,-122.1
135700,2.9161,19,5308,1058,2852,1092,32.82,-116.95
162500,5.0056,30,48,14,74,16,34.17,-118.3
225000,1.6875,38,898,259,106,52,34.19,-116.88
500001,4.6458,17,250,52,141,51,37.26,-121.76
113900,1.6111,15,1569,423,1123,369,33.94,-117.24
275000,3.6705,34,1939,355,817,314,33.88,-117.95
115900,1.9318,30,1349,519,2646,552,33.79,-118.17
187500,2.85,15,3061,1079,2173,1078,34.19,-118.58
111400,2.3571,52,2217,394,907,369,40.58,-124.26
396400,3.5096,23,1883,512,774,478,34.14,-118.37
101100,3.1389,35,1940,384,1177,403,38.25,-122.03
70100,2.5083,52,2805,573,1325,522,35.39,-118.99
57600,1.8801,26,1775,416,1217,383,36.42,-119.1
59600,1.3375,18,4289,1021,2707,939,39.13,-121.54
240600,4.0647,23,4052,955,1950,859,33.43,-117.62
88800,2.4964,32,1656,317,1037,286,37.37,-120.75
147700,1.8899,23,2556,662,1200,548,32.77,-117.05
204600,4.125,19,2191,391,1065,404,38.41,-122.84
255000,2.4,40,581,157,298,156,32.76,-117.2
282100,3.6635,36,1942,355,891,348,33.95,-118.14
153800,4.2266,33,1733,361,1757,375,34.01,-117.93
75000,1.625,38,725,190,219,115,40.01,-121.23
244500,3.692,46,1396,294,608,246,34.16,-118.34
158600,1.8238,14,3888,890,1830,844,38.95,-121.11
242900,3.7716,20,6678,1797,3625,1599,33.79,-118.13
112500,3.2847,17,629,221,514,186,34.24,-119.18
500001,9.3845,26,2955,377,1074,373,33.75,-117.79
287800,5.726,41,1833,355,847,348,33.97,-118.37
95200,3.5938,35,2220,388,906,373,35.38,-118.95
133700,3.375,25,1728,403,934,412,37.96,-122.32
140400,3.1012,34,1248,320,1960,338,33.9,-118.18
227800,1.9531,31,2206,501,1194,435,34.03,-118.32
82500,2.1009,16,5179,1271,2181,1151,38.68,-121.31
247600,5.2955,23,2630,404,1184,385,34.17,-118.95
117600,2.45,17,1364,282,338,152,38.69,-119.78
156200,4.8929,36,1265,273,1052,253,33.97,-118.07
186200,3.3375,32,1605,314,986,306,33.85,-117.9
119000,3.0577,13,5075,978,3033,838,37.65,-120.94
323100,4.3281,49,1637,304,729,281,37.76,-122.49
500001,8.5136,26,3902,610,1468,632,34.12,-118.36
320200,6.1868,13,5516,746,2119,662,33.1,-117.05
216100,3.8179,24,2563,485,1174,501,37.56,-122.01
57800,1.8801,38,1702,380,1191,366,35.37,-119.01
46700,1.123,33,3161,934,3530,846,36.75,-119.79
66900,2.6,43,1018,261,736,215,34.12,-117.3
277300,3.7184,42,4198,956,1935,878,34.1,-118.25
176500,5.143,9,2370,424,1129,386,37.98,-121.33
101900,3.0446,32,2286,468,1741,467,32.72,-117.08
95000,1.6471,52,391,128,520,138,37.77,-122.22
71500,2.6902,15,2045,461,1121,402,40.43,-120.57
109400,2.3,52,248,86,173,69,38.1,-122.25
146900,2.6384,16,2653,606,1693,586,38.46,-122.75
172600,4.1563,4,1897,331,915,336,34.66,-120.48
307400,4.5368,18,6649,1712,3604,1651,37.34,-121.98
289600,4.725,23,2622,445,1103,407,33.7,-117.96
216700,2.6491,5,3559,869,2965,794,33.84,-118.31
184500,2.506,25,5980,1856,5217,1772,34.14,-118.25
98200,2.4083,52,773,143,377,115,37.81,-122.28
278600,3.5694,41,3320,713,1236,659,34.16,-118.05
500001,15.0001,15,2209,275,735,274,33.62,-117.87
275800,3.6641,32,1735,331,785,309,38.53,-122.46
270600,4.3846,46,2559,506,1562,498,37.71,-122.45
91300,1.6977,10,3404,855,1656,675,34.1,-117.37
185400,2.8893,39,1546,291,833,308,33.18,-117.36
170800,1.87,38,1270,556,1692,450,34.07,-118.27
230700,4.1518,43,1276,226,545,209,34.16,-118.16
193100,3.8824,36,1088,231,617,211,33.91,-118.11
329500,5.5519,35,2605,410,1110,406,36.6,-121.91
336900,4.1711,38,5587,996,2466,1027,37.99,-122.57
103000,3.2589,18,2791,492,1187,438,38.32,-120.88
225000,3.5109,21,1568,452,801,422,33.72,-118.29
267600,6.6537,32,2621,412,1285,414,34.24,-118.48
318500,5.532,47,1745,270,753,275,34.16,-118.01
86300,2.5363,16,1795,362,1642,340,37.07,-120.85
164700,2.8072,23,2459,689,2720,598,33.83,-117.9
163900,4.4762,30,5398,926,2672,864,33.94,-117.55
358500,6.5576,38,2501,348,805,329,37.91,-122.28
117800,3.1786,34,344,108,315,119,34.06,-117.73
250500,5.3707,7,6508,1028,2902,1010,38.27,-122.57
142400,4.5417,22,3231,549,1739,581,34.66,-120.44
111800,1.6944,33,1096,240,716,224,32.72,-117.09
205100,5.6047,34,988,173,759,184,33.81,-117.92
160100,3.2917,19,3351,589,1578,542,36.69,-119.47
384600,4.6667,43,403,77,156,85,34.27,-119.28
212600,5.76,9,3424,583,1460,543,38,-122.11
108000,1.3269,18,1645,430,1221,410,32.69,-117.09
213800,4.6989,14,2655,441,1277,422,38.4,-121.22
500001,6.767,52,2117,353,734,328,37.45,-122.15
187500,3.9375,35,1022,183,628,187,34.06,-117.93
304200,6.02,19,757,148,361,141,33.87,-118.37
174000,2.535,37,2116,503,1109,448,37.68,-122.1
156700,2.6406,32,1854,471,1363,478,33.87,-118.16
216400,6.2885,6,1755,280,664,254,35.47,-118.92
200400,3.4318,31,2558,512,1164,492,32.83,-117.22
428600,5.4346,17,1822,438,578,291,34.08,-119
500001,8.4704,52,1704,226,671,243,37.58,-122.38
90600,1,45,204,62,133,51,39.2,-121.07
77400,3.0278,15,2288,401,1238,429,36.09,-119.04
193800,2.9871,18,2042,420,914,400,38.23,-122.61
126400,3.1667,14,1287,291,737,269,36.31,-119.78
80700,2.5457,38,3131,624,1591,568,39.05,-122.92
188000,4.0074,25,1596,321,1378,308,34.17,-119.17
49100,1.4146,22,1812,457,1592,420,35.39,-118.98
175000,3.7125,8,2112,360,782,344,39.23,-121.18
500001,8.4546,46,1238,147,377,145,34.13,-118.08
133800,2.9726,9,3553,1035,2017,986,33.78,-117.95
137500,0.9196,52,569,405,509,367,38.58,-121.49
225000,3.05,20,156,39,171,37,36.02,-119.8
264100,5.4228,24,5230,934,3795,970,37.39,-121.95
120000,2.761,42,882,292,1248,281,34.03,-118.17
500001,13.499,42,2991,335,1018,335,37.82,-122.22
336000,4.3056,30,1773,356,905,352,33.81,-118.31
212500,3.7462,15,6243,1273,3163,1274,37.59,-122.05
353800,4.4,31,1829,458,719,392,34.01,-118.48
67500,3.5357,26,1617,279,2745,250,32.63,-117.17
116300,3.1393,14,5320,974,1947,843,33.97,-116.95
75000,1.1742,25,1322,387,794,379,40.86,-124.09
109000,3.5078,15,2727,500,1228,436,36.83,-119.71
174500,4.7361,7,2344,351,846,314,34.49,-117.27
500001,8.0838,36,4421,702,1433,624,33.8,-118.38
104200,2.125,16,2624,527,1077,520,36.28,-119.33
183900,3.5234,35,756,135,423,136,32.82,-117.22
150000,2.1691,39,1360,368,589,338,38.57,-121.47
113800,3.3182,19,1087,171,649,173,32.86,-115.4
290900,6.4823,13,5094,764,2230,737,34.23,-118.85
87500,2.9886,21,2309,424,1047,453,36.31,-119.32
85500,3.2405,16,4084,812,2033,668,35.12,-118.46
313000,4.8105,23,4763,828,2198,771,34.42,-119.28
67500,3.6111,48,540,110,234,74,38.94,-121.76
442000,4.5398,52,2175,510,809,503,37.86,-122.49
239000,6.5587,27,2298,340,1071,369,34.12,-117.65
145200,3.8542,15,2485,434,1296,434,37.66,-120.96
177700,3.35,38,1446,327,980,319,33.8,-118.27
500001,10.1007,30,1851,238,631,236,37.34,-122.07
279800,4.2531,17,9789,2552,4748,2206,37.32,-121.98
182700,2.6292,47,2046,588,1213,554,37.8,-122.24
166100,2.3704,38,2082,532,1592,510,33.85,-117.92
270000,3.1505,30,1856,444,899,435,33.88,-118.33
37500,2.1652,14,2307,650,5723,615,34.4,-119.85
375000,3.125,23,366,62,265,66,34.33,-118.89
251200,4.5938,17,3523,669,2150,666,37.64,-122.46
225000,3.2818,31,6348,1827,2559,1755,34.09,-118.37
494700,5.8587,52,2425,435,962,412,34.04,-118.43
155100,3.0147,30,1842,476,1491,420,33.91,-118.3
105400,2.4036,18,2879,578,1399,586,40.71,-122.32
333000,5.2915,52,1316,177,378,162,37.76,-122.23
66300,1.2917,43,1111,269,613,290,38.61,-121.46
77200,2.3929,16,4006,797,2028,752,39.91,-122.12
350000,4.1607,52,2618,611,1328,559,37.8,-122.41
213700,5.5601,4,17032,2546,7653,2359,37.97,-121.78
85500,2.3243,27,2596,435,1100,409,39.38,-121.74
41400,1.7734,23,951,235,806,222,36.3,-119.21
75000,2.1,51,175,43,228,55,37.79,-122.25
500001,8.2954,37,4400,695,1521,666,34.13,-118.43
223800,3.3906,44,477,91,220,112,34.18,-118.39
300000,6.8564,42,1413,228,630,219,33.95,-118.14
155700,1.9107,13,1187,255,442,179,33.5,-116.69
203400,4.6,34,1653,292,1003,310,33.89,-118.01
170800,2.5509,32,1855,527,2568,504,33.83,-117.91
500001,4.2414,49,2176,441,1040,448,37.78,-122.49
172900,3.276,27,1823,360,907,317,38.53,-122.82
69300,2.3667,11,2754,663,1328,604,36.83,-119.78
331000,5.5284,37,1426,259,689,261,34,-118.41
187800,4.0357,44,1527,246,608,245,34.02,-118.34
89400,2.3382,11,1381,300,644,248,33.96,-116.48
136900,3.2368,40,2945,725,2858,690,33.88,-118.2
132700,3.1946,5,5613,1060,3569,999,34.57,-117.93
139100,2.2804,42,1558,458,1227,407,32.72,-117.14
57400,2.875,37,1667,362,971,335,35.37,-118.94
158200,4.1333,13,5841,955,2455,915,34.53,-117.25
165600,3.425,38,2415,642,3242,599,33.74,-117.86
278700,6.4114,15,5736,800,2529,762,33.6,-117.65
234700,6.7927,17,3939,550,1694,553,32.81,-117.06
77500,2.3661,37,1244,247,484,157,39.01,-121.47
400000,6.7501,34,1723,279,617,252,33.95,-118.11
141600,3.5967,15,2448,602,1666,575,33.75,-117.93
76300,2.7404,15,2524,451,1207,424,36.79,-119.69
53100,1.3807,27,1127,294,839,276,36.05,-119.01
186100,4.5769,35,1622,302,845,284,33.93,-118.1
156800,2.3611,30,511,153,1152,149,34.06,-118.21
294300,6.3568,18,4173,625,1649,634,33.49,-117.68
137500,2.2381,35,1133,296,774,271,33.86,-118.19
177900,5.7309,36,1116,199,662,226,37.64,-122.08
126500,4.5455,25,1703,342,775,309,34.68,-118.14
172800,2.6667,50,954,217,546,201,37.79,-122.19
263200,5.1691,38,2591,424,905,378,37.91,-122.29
277800,4.2065,15,2593,521,901,456,32.85,-117.21
227800,3.9355,41,1869,427,1334,435,33.91,-118.37
313400,3.9722,17,8005,1382,999,383,38.93,-120
108300,1.5758,11,5934,1380,2756,1239,34.41,-117.29
233700,3.625,22,1288,243,593,220,38.39,-122.82
